metric;threshold;numberOfTextPostsWithThisMetric;runtimeTextTotal;truePositivesText;trueNegativesText;falsePositivesText;falseNegativesText;numberOfCodePostsWithThisMetric;runtimeCodeTotal;truePositivesCode;trueNegativesCode;falsePositivesCode;falseNegativesCode
damerauLevenshteinNormalized;0.8;699;11801226725;4917;18796;25;848;699;18020814349;4118;13563;25;312
winnowingFourGramJaccardNormalized;0.4;665;340280200;5137;17374;67;308;699;469813885;4312;13537;51;118
threeShingleJaccard;0.4;528;218728069;3356;10008;33;284;615;300187840;3371;10151;30;251
threeGramOverlapNormalized;0.7;679;472161001;5423;17889;145;172;699;571167142;4314;13499;89;116
damerauLevenshtein;0.8;699;11805625990;4905;18796;25;860;699;21177569474;4086;13565;23;344
tokenJaccard;0.7;699;133274016;5052;18787;34;713;699;166325608;4081;13567;21;349
winnowingThreeGramJaccardNormalized;0.9;679;358332817;4393;18019;15;1202;699;480544955;3928;13572;16;502
winnowingTwoGramJaccard;0.4;699;252334035;5559;18729;92;206;699;372752681;4354;13524;64;76
cosineFiveGramNormalizedNormalizedTermFrequency;0.9;658;841287023;4451;17085;14;929;697;914201291;4035;13538;24;387
winnowingFourGramJaccardNormalized;0.8;665;342539774;4501;17425;16;944;699;467882173;4036;13564;24;394
winnowingThreeGramDice;0.4;686;226533830;5512;18192;106;140;699;359275185;4366;13520;68;64
threeShingleOverlapNormalized;0.9;538;432262303;3485;10689;71;360;667;588401085;3619;11079;54;338
winnowingFourGramDice;0.3;674;212679677;5423;17810;111;133;699;350556464;4372;13516;72;58
winnowingThreeGramDice;0.3;686;227269111;5537;18174;124;115;699;355107686;4369;13512;76;61
winnowingFiveGramOverlap;0.7;665;204615139;5239;17359;134;214;699;352585775;4309;13515;73;121
fourGramDiceNormalizedPadding;0.8;665;481876050;4827;17415;26;618;699;596552460;4199;13552;36;231
cosineThreeShingleNormalizedNormalizedTermFrequency;0.5;538;505430074;3673;10696;64;172;667;683199574;3833;11092;41;124
winnowingTwoGramLongestCommonSubsequence;0.4;699;1308304569;5498;18747;74;267;699;3796092187;4332;13531;57;98
manhattanFiveGramNormalized;0.5;658;829352782;5135;17030;69;245;697;906011475;4317;13511;51;105
winnowingThreeGramJaccardNormalized;0.3;679;360301971;5398;17948;86;197;699;481031935;4347;13529;59;83
levenshtein;0.8;699;2806086983;4903;18796;25;862;699;7964054274;4086;13565;23;344
fiveGramOverlapNormalizedPadding;0.7;658;490457742;5194;16991;108;186;697;617318141;4312;13501;61;110
manhattanFiveGramNormalized;0.6;658;822540210;5056;17042;57;324;697;900063962;4297;13514;48;125
threeGramOverlap;0.6;686;365946677;5511;18139;159;141;699;474238326;4333;13498;90;97
winnowingFourGramOverlapNormalized;0.5;665;332034358;5307;17307;134;138;699;460048497;4302;13488;100;128
winnowingTwoGramDiceNormalized;0.4;697;360361666;5632;18691;127;130;699;475292758;4360;13509;79;70
cosineThreeGramNormalizedTermFrequency;0.4;679;791965228;5479;17919;115;116;699;816836861;4352;13506;82;78
winnowingTwoGramJaccardNormalized;0.3;697;382286989;5613;18707;111;149;699;490726460;4358;13517;71;72
threeShingleOverlapNormalized;0.6;539;434331757;3714;10681;79;131;667;597552582;3804;11069;64;153
twoGramJaccardNormalized;0.4;697;465174577;5569;18715;103;193;699;552320069;4345;13520;68;85
twoGramJaccardNormalizedPadding;0.6;697;468928863;5402;18752;66;360;699;558695069;4304;13542;46;126
winnowingFiveGramOverlap;0.9;665;203250420;5071;17379;114;382;699;353991786;4182;13529;59;248
winnowingFiveGramOverlapNormalized;0.5;658;323539470;5228;16966;133;152;697;455886785;4313;13475;87;109
fourGramOverlapNormalized;0.7;665;476013887;5264;17305;136;181;699;594691326;4299;13502;86;131
twoGramDiceNormalizedPadding;0.9;697;432870402;4983;18791;27;779;699;531093032;4143;13557;31;287
winnowingFourGramLongestCommonSubsequenceNormalized;0.8;665;585964882;4541;17424;17;904;699;1357132647;4062;13567;21;368
manhattanTwoGramNormalized;0.6;697;618853562;5477;18744;74;285;699;674732031;4324;13533;55;106
winnowingFourGramOverlapNormalized;0.9;665;333134090;5045;17331;110;400;699;471669115;4166;13513;75;264
twoGramJaccard;0.5;699;350148067;5522;18742;79;243;699;449423726;4333;13530;58;97
tokenOverlapNormalized;0.3;670;502706092;5400;17585;173;123;699;584772182;4324;13478;110;106
cosineFiveGramNormalizedTermFrequency;0.4;658;836608202;5236;16997;102;144;697;919047798;4349;13492;70;73
winnowingTwoGramJaccardNormalized;0.7;697;376404929;5211;18775;43;551;699;486445715;4237;13550;38;193
fourGramJaccard;0.9;674;444364283;4361;17907;14;1195;699;546670357;3900;13572;16;530
cosineTwoGramNormalizedTermFrequency;0.6;697;634695964;5584;18685;133;178;699;679904257;4347;13514;74;83
winnowingFiveGramOverlapNormalized;0.3;658;325087109;5251;16958;141;129;697;460255064;4319;13466;96;103
twoShingleOverlapNormalized;0.8;616;484694469;4523;14383;108;228;692;610533938;4183;13424;69;203
twoGramDice;0.8;699;314171596;5335;18764;57;430;699;419935591;4283;13544;44;147
cosineThreeShingleNormalizedTermFrequency;0.6;538;505867607;3605;10715;45;240;667;664728475;3794;11094;39;163
threeShingleOverlap;0.4;527;210375351;3528;9971;70;112;615;293873218;3472;10139;42;150
manhattanThreeShingleNormalized;0.6;538;503944723;3570;10721;39;275;667;653810580;3779;11097;36;178
damerauLevenshteinNormalized;0.7;699;11764393878;5128;18786;35;637;699;17945190777;4205;13554;34;225
winnowingFourGramDice;0.9;674;208886405;4606;17900;21;950;699;348668955;4045;13566;22;385
threeShingleDiceNormalized;0.7;538;434442018;3467;10729;31;378;668;594129590;3736;11104;29;221
longestCommonSubsequence;0.5;699;5167096294;5430;18749;72;335;699;11689622089;4311;13536;52;119
cosineFourGramNormalizedBool;0.6;665;821142461;5191;17374;67;254;699;879324057;4324;13537;51;106
threeGramDiceNormalizedPadding;0.3;679;480219760;5494;17919;115;101;699;587942841;4361;13510;78;69
winnowingFiveGramJaccard;0.4;665;216783633;5161;17428;65;292;699;365194200;4320;13537;51;110
cosineTwoGramNormalizedNormalizedTermFrequency;0.6;697;637469510;5608;18701;117;154;699;685081657;4352;13515;73;78
cosineFourGramNormalizedBool;0.5;665;820471177;5275;17354;87;170;699;876247421;4342;13527;61;88
fourGramJaccard;0.3;674;444376821;5369;17833;88;187;699;545841180;4347;13525;63;83
manhattanFiveGramNormalized;0.4;658;824535713;5203;17015;84;177;697;904435983;4335;13502;60;87
tokenJaccardNormalized;0.5;670;561150894;5186;17700;58;337;699;635120175;4295;13540;48;135
winnowingTwoGramOptimalAlignmentNormalized;0.3;697;1667679061;5546;18735;83;216;699;3508153637;4339;13529;59;91
twoGramOverlap;0.9;699;315717476;5504;18661;160;261;699;420348126;4283;13514;74;147
winnowingFourGramLongestCommonSubsequence;0.5;674;513580589;5182;17865;56;374;699;2252312492;4278;13541;47;152
winnowingFourGramLongestCommonSubsequenceNormalized;0.7;665;584311094;4753;17414;27;692;699;1362276320;4182;13558;30;248
winnowingTwoGramJaccardNormalized;0.6;697;374968485;5371;18756;62;391;699;484716008;4295;13544;44;135
longestCommonSubsequence;0.6;699;5177098507;5317;18766;55;448;699;11726070574;4275;13547;41;155
winnowingTwoGramLongestCommonSubsequenceNormalized;0.7;697;1172958968;5100;18785;33;662;699;3021979932;4210;13557;31;220
threeShingleOverlapNormalized;0.5;538;435896961;3752;10677;83;93;667;592957729;3833;11066;67;124
twoGramJaccardNormalizedPadding;0.5;697;475061482;5505;18740;78;257;699;561226637;4334;13532;56;96
cosineTwoGramNormalizedTermFrequency;0.3;697;641161098;5619;18639;179;143;699;688446566;4345;13491;97;85
longestCommonSubsequenceNormalized;0.8;699;5295645740;4936;18796;25;829;699;8337378088;4145;13565;23;285
cosineFiveGramNormalizedTermFrequency;0.5;658;839932554;5181;17018;81;199;697;922594545;4342;13505;57;80
winnowingFourGramOverlapNormalized;0.4;665;333142360;5317;17305;136;128;699;492990810;4309;13482;106;121
cosineTokenNormalizedBool;0.5;699;330154832;5586;18718;103;179;699;326187010;4343;13535;53;87
twoGramOverlapNormalized;0.7;697;432973903;5577;18620;198;185;699;533611940;4325;13486;102;105
winnowingFiveGramLongestCommonSubsequenceNormalized;0.7;658;486419031;4674;17077;22;706;697;1259534232;4155;13531;31;267
threeGramDiceNormalizedPadding;0.6;679;481936250;5331;17962;72;264;699;581116743;4327;13534;54;103
winnowingFourGramDice;0.8;674;211983394;4957;17892;29;599;699;345878406;4202;13554;34;228
fiveGramJaccardNormalizedPadding;0.8;658;548643301;4429;17087;12;951;697;668328164;4029;13541;21;393
cosineFiveGramNormalizedBool;0.5;658;839663857;5190;17017;82;190;697;917488727;4332;13504;58;90
winnowingTwoGramJaccardNormalized;0.9;697;373611619;4668;18800;18;1094;699;632925600;3988;13571;17;442
winnowingTwoGramOverlap;0.9;699;239435037;5457;18655;166;308;699;358931002;4268;13506;82;162
manhattanFiveGramNormalized;0.7;659;822112554;4925;17061;38;455;697;903365036;4241;13522;40;181
winnowingFourGramOverlap;0.7;674;216187945;5362;17781;140;194;699;362192645;4317;13514;74;113
winnowingThreeGramDiceNormalized;0.3;679;348108537;5473;17920;114;122;699;473535009;4367;13518;70;63
twoGramDiceNormalizedPadding;0.6;697;436406117;5553;18725;93;209;699;530274404;4341;13523;65;89
fiveGramOverlap;0.6;665;386214556;5309;17360;133;144;699;512747277;4331;13509;79;99
cosineTokenNormalizedBool;0.6;699;328811714;5512;18736;85;253;699;328707187;4306;13541;47;124
cosineTwoShingleNormalizedBool;0.8;616;561015898;4217;14461;30;534;692;673075727;4112;13462;31;274
twoShingleOverlapNormalized;0.7;616;485583697;4571;14385;106;180;692;604398972;4227;13418;75;159
winnowingFiveGramJaccard;0.6;665;212347359;4932;17459;34;521;699;360415631;4228;13551;37;202
twoGramOverlap;0.8;699;320099907;5569;18644;177;196;699;450806346;4324;13503;85;106
manhattanFourGramNormalized;0.3;665;798458909;5319;17337;104;126;699;863333799;4360;13522;66;70
twoGramDice;0.5;699;313346579;5614;18696;125;151;699;420452489;4357;13510;78;73
fiveGramDiceNormalizedPadding;0.4;658;488965859;5216;17007;92;164;697;618351285;4343;13500;62;79
cosineTwoShingleNormalizedTermFrequency;0.9;616;560570583;3891;14479;12;860;692;671588429;3976;13471;22;410
winnowingFourGramJaccard;0.5;674;227183329;5188;17862;59;368;699;375091229;4298;13541;47;132
optimalAlignmentNormalized;0.9;699;8888415825;4668;18802;19;1097;699;10969869666;3978;13569;19;452
twoGramJaccardNormalizedPadding;0.9;697;470942825;4713;18800;18;1049;699;575282700;4016;13569;19;414
winnowingThreeGramOverlap;0.3;686;230628093;5491;18101;197;161;699;356906259;4338;13483;105;92
fiveGramOverlapNormalizedPadding;0.6;658;492087068;5250;16989;110;130;697;613670933;4334;13494;68;88
cosineTokenNormalizedTermFrequency;0.4;699;332798774;5633;18694;127;132;699;328870858;4350;13522;66;80
fourGramOverlap;0.5;674;386401877;5416;17767;154;140;699;499441208;4339;13497;91;91
cosineThreeGramNormalizedBool;0.7;679;790591585;5263;17972;62;332;699;820812748;4302;13539;49;128
cosineFourGramNormalizedTermFrequency;0.6;665;818634092;5194;17365;76;251;699;871883064;4340;13532;56;90
twoShingleJaccard;0.3;596;241327257;4301;13595;67;231;651;285754860;3777;11367;42;156
winnowingFiveGramDice;0.5;665;202646902;5218;17422;71;235;699;351532838;4341;13531;57;89
fiveGramOverlapNormalizedPadding;0.5;658;492747516;5270;16978;121;110;697;616083255;4343;13486;76;79
fourGramDiceNormalizedPadding;0.3;665;484732204;5332;17334;107;113;699;598922572;4368;13519;69;62
winnowingFiveGramJaccardNormalized;0.6;658;331345949;4816;17065;34;564;697;466256943;4198;13522;40;224
manhattanFiveGramNormalized;0.9;658;821031542;4379;17087;12;1001;697;958793529;3990;13544;18;432
tokenOverlap;0.5;699;125885098;5615;18680;141;150;699;162956476;4327;13516;72;103
fiveGramDiceNormalized;0.9;658;470701763;4407;17086;13;973;697;595170284;4012;13542;20;410
fiveGramDiceNormalized;0.6;658;474925440;5071;17040;59;309;697;664730827;4295;13514;48;127
cosineTwoShingleNormalizedTermFrequency;0.8;616;560792192;4230;14462;29;521;692;671585872;4124;13458;35;262
winnowingFourGramDice;0.7;674;211179634;5134;17867;54;422;699;351994067;4285;13543;45;145
cosineThreeShingleNormalizedBool;0.6;538;503571217;3600;10713;47;245;667;657128910;3786;11095;38;171
winnowingTwoGramOverlapNormalized;0.8;697;366286736;5526;18638;180;236;699;506106047;4300;13498;90;130
threeGramOverlapNormalizedPadding;0.3;679;486221470;5504;17877;157;91;699;582304768;4344;13485;103;86
winnowingTwoGramLongestCommonSubsequenceNormalized;0.3;697;1168835285;5558;18728;90;204;699;3014888531;4344;13526;62;86
winnowingThreeGramOptimalAlignmentNormalized;0.6;679;960317044;5073;17997;37;522;699;2502723402;4235;13553;35;195
fiveGramJaccardNormalizedPadding;0.9;658;545771078;4128;17090;9;1252;697;664672664;3861;13548;14;561
twoGramDice;0.7;699;313257621;5487;18748;73;278;699;418573677;4328;13533;55;102
tokenJaccard;0.5;699;133487775;5364;18759;62;401;699;168538950;4232;13547;41;198
manhattanThreeGramNormalized;0.3;679;771033585;5479;17926;108;116;699;804937280;4358;13515;73;72
fourGramOverlapNormalizedPadding;0.4;665;485078666;5358;17311;130;87;699;603718676;4347;13497;91;83
longestCommonSubsequence;0.9;699;5161312821;4676;18801;20;1089;699;11702940658;3960;13571;17;470
manhattanTokenNormalized;0.7;699;325422711;5316;18767;54;449;699;325073933;4241;13552;36;189
winnowingFourGramOptimalAlignmentNormalized;0.8;665;730477002;4528;17424;17;917;699;1865092721;4053;13567;21;377
threeShingleOverlapNormalized;0.4;538;435229078;3763;10676;84;82;667;592544277;3848;11063;70;109
winnowingThreeGramLongestCommonSubsequence;0.4;686;740635749;5383;18229;69;269;699;2997149844;4331;13533;55;99
optimalAlignment;0.3;699;8843028009;5575;18720;101;190;699;15935259934;4344;13518;70;86
winnowingThreeGramOptimalAlignmentNormalized;0.5;679;954266180;5210;17984;50;385;699;2501749567;4284;13548;40;146
fiveGramDice;0.8;665;384495599;4828;17467;26;625;699;507801771;4189;13551;37;241
manhattanTwoShingleNormalized;0.7;616;556323635;4338;14449;42;413;692;672828251;4174;13456;37;212
tokenDiceNormalized;0.8;670;497545253;4963;17729;29;560;699;576691046;4207;13550;38;223
winnowingTwoGramJaccardNormalized;0.4;697;375649279;5541;18727;91;221;699;487226953;4347;13525;63;83
threeShingleJaccard;0.3;527;221115148;3428;9994;47;212;615;307634312;3423;10149;32;199
twoGramDiceNormalized;0.4;697;435281703;5629;18681;137;133;699;532164247;4354;13503;85;76
tokenDice;0.3;699;124671282;5623;18715;106;142;699;162518607;4339;13523;65;91
twoGramOverlap;0.3;699;320332540;5596;18591;230;169;699;424791084;4313;13456;132;117
winnowingFourGramLongestCommonSubsequence;0.9;674;513057840;4381;17906;15;1175;699;2250088039;3920;13571;17;510
cosineThreeGramNormalizedNormalizedTermFrequency;0.5;679;793994233;5453;17934;100;142;699;818559704;4357;13523;65;73
cosineThreeShingleNormalizedTermFrequency;0.4;538;504972812;3720;10695;65;125;667;660102646;3859;11089;44;98
fiveGramOverlap;0.5;665;387831458;5324;17351;142;129;699;512099612;4337;13505;83;93
winnowingTwoGramOptimalAlignmentNormalized;0.5;697;1662356788;5385;18758;60;377;699;3516530505;4292;13546;42;138
threeShingleDiceNormalized;0.3;538;435115991;3729;10693;67;116;667;597631699;3874;11085;48;83
cosineTwoGramNormalizedTermFrequency;0.5;697;634435467;5605;18669;149;157;699;684585591;4351;13507;81;79
levenshtein;0.6;699;2801365094;5302;18769;52;463;699;7999410004;4266;13552;36;164
winnowingFiveGramDiceNormalized;0.9;658;327598832;4362;17083;16;1018;697;453505411;3987;13540;22;435
cosineTwoGramNormalizedNormalizedTermFrequency;0.8;697;633613996;5417;18749;69;345;699;686466036;4305;13536;52;125
winnowingTwoGramLongestCommonSubsequence;0.9;699;1307665674;4607;18800;21;1158;699;3773156898;3946;13570;18;484
cosineTwoGramNormalizedNormalizedTermFrequency;0.5;697;635886214;5633;18680;138;129;699;684121690;4358;13504;84;72
cosineTwoShingleNormalizedBool;0.9;616;562150703;3860;14479;12;891;692;674335730;3948;13475;18;438
winnowingTwoGramLongestCommonSubsequenceNormalized;0.5;697;1167446197;5401;18753;65;361;699;3015597548;4303;13542;46;127
levenshteinNormalized;0.9;699;2872764829;4668;18802;19;1097;699;6082853826;3978;13569;19;452
longestCommonSubsequenceNormalized;0.7;699;5295801945;5151;18783;38;614;699;8268908320;4231;13555;33;199
threeGramDice;0.4;686;368064791;5517;18192;106;135;699;470266119;4364;13516;72;66
winnowingThreeGramDice;0.8;686;222718514;5085;18264;34;567;699;349694663;4230;13551;37;200
winnowingThreeGramJaccard;0.6;686;239056999;5195;18251;47;457;699;365733929;4274;13550;38;156
optimalAlignmentNormalized;0.4;699;8582591821;5518;18745;76;247;699;10942704647;4329;13527;61;101
winnowingTwoGramDiceNormalized;0.7;697;361079427;5430;18749;69;332;699;470833448;4317;13537;51;113
fourGramDice;0.8;674;379983580;4966;17891;30;590;699;492425497;4208;13551;37;222
winnowingTwoGramDiceNormalized;0.5;697;360646347;5591;18710;108;171;699;481532085;4357;13519;69;73
winnowingFourGramDiceNormalized;0.6;665;329050540;5112;17378;63;333;699;460398614;4305;13539;49;125
threeShingleOverlap;0.7;528;209311770;3395;9980;61;245;615;289597386;3358;10147;34;264
fiveGramDice;0.3;665;385771302;5325;17391;102;128;699;511510472;4365;13514;74;65
threeGramOverlapNormalized;0.9;679;469031696;5272;17905;129;323;699;568414097;4228;13514;74;202
cosineTokenNormalizedTermFrequency;0.7;699;329256177;5456;18745;76;309;699;327827436;4281;13536;52;149
winnowingFiveGramOverlapNormalized;0.8;658;325579596;5096;16978;121;284;697;455321916;4249;13490;72;173
winnowingFiveGramLongestCommonSubsequence;0.5;665;397013873;5077;17441;52;376;699;1721568013;4278;13545;43;152
cosineTwoShingleNormalizedBool;0.5;616;561971989;4572;14413;78;179;692;672207513;4280;13439;54;106
twoGramOverlapNormalized;0.5;697;434178734;5587;18596;222;175;699;527753659;4320;13470;118;110
cosineFiveGramNormalizedTermFrequency;0.9;658;841537617;4489;17086;13;891;697;923439903;4092;13529;33;330
winnowingFiveGramLongestCommonSubsequenceNormalized;0.9;658;480957696;4194;17085;14;1186;697;1251039011;3894;13544;18;528
cosineThreeShingleNormalizedTermFrequency;0.9;538;503458063;3032;10755;5;813;667;651799474;3491;11117;16;466
cosineThreeGramNormalizedTermFrequency;0.6;679;786312511;5377;17949;85;218;699;815408339;4345;13528;60;85
cosineThreeShingleNormalizedNormalizedTermFrequency;0.9;538;504019141;3024;10754;6;821;667;658211167;3485;11118;15;472
threeGramJaccardNormalizedPadding;0.7;679;530165497;4961;18008;26;634;699;615408009;4199;13553;35;231
manhattanFourGramNormalized;0.5;665;795855816;5216;17369;72;229;699;862639684;4331;13534;54;99
manhattanTokenNormalized;0.5;699;327811587;5536;18734;87;229;699;327708791;4331;13538;50;99
winnowingFourGramLongestCommonSubsequenceNormalized;0.5;665;583308620;5067;17388;53;378;699;1363225878;4286;13543;45;144
fiveGramJaccard;0.5;665;450994843;5068;17440;53;385;699;576946257;4291;13544;44;139
cosineThreeShingleNormalizedBool;0.7;538;503156557;3492;10727;33;353;667;661519042;3743;11100;33;214
winnowingThreeGramOverlapNormalized;0.9;679;346263668;5226;17906;128;369;699;469413240;4211;13516;72;219
winnowingFiveGramDice;0.8;665;202578267;4832;17468;25;621;699;350749701;4177;13556;32;253
cosineTwoShingleNormalizedBool;0.3;616;563072097;4660;14402;89;91;692;676570568;4316;13425;68;70
levenshtein;0.4;699;2802542568;5519;18746;75;246;699;7980894825;4335;13531;57;95
threeGramJaccardNormalizedPadding;0.8;679;529531591;4746;18013;21;849;699;622958748;4096;13563;25;334
fiveGramDiceNormalizedPadding;0.5;658;489161519;5148;17030;69;232;697;629235372;4329;13508;54;93
cosineThreeGramNormalizedTermFrequency;0.5;679;787153660;5441;17936;98;154;699;820620578;4350;13516;72;80
winnowingFourGramJaccardNormalized;0.6;665;340205669;4902;17406;35;543;699;468836274;4230;13548;40;200
tokenDiceNormalized;0.3;670;507940349;5412;17650;108;111;699;596303619;4360;13511;77;70
winnowingFiveGramLongestCommonSubsequenceNormalized;0.4;658;481358721;5082;17037;62;298;697;1263728211;4301;13509;53;121
fourGramJaccardNormalizedPadding;0.6;665;542533144;4938;17404;37;507;699;645295071;4234;13549;39;196
cosineFiveGramNormalizedNormalizedTermFrequency;0.3;658;846804700;5276;16988;111;104;697;925142462;4357;13488;74;65
twoShingleJaccard;0.7;596;243636417;3812;13641;21;720;651;280583092;3512;11390;19;421
winnowingThreeGramJaccard;0.5;686;240373364;5316;18235;63;336;699;367034691;4319;13541;47;111
twoGramJaccardNormalizedPadding;0.4;697;475096038;5571;18714;104;191;699;562938309;4347;13521;67;83
optimalAlignment;0.4;699;8844867602;5519;18746;75;246;699;15898306230;4335;13531;57;95
fiveGramJaccard;0.6;665;452114207;4931;17456;37;522;699;572243700;4239;13551;37;191
damerauLevenshteinNormalized;0.4;699;11773054174;5520;18745;76;245;699;18401182266;4329;13527;61;101
fourGramJaccard;0.8;674;441847694;4664;17902;19;892;699;546514806;4069;13565;23;361
optimalAlignment;0.8;699;8826094832;4903;18796;25;862;699;15917200612;4086;13565;23;344
twoShingleOverlap;0.9;596;227750776;3958;13602;60;574;651;273562535;3503;11374;35;430
fiveGramOverlapNormalized;0.7;658;473467047;5184;16968;131;196;697;600284925;4283;13479;83;139
winnowingFourGramOverlapNormalized;0.6;665;336126636;5280;17317;124;165;699;464884688;4299;13494;94;131
winnowingTwoGramOverlap;0.5;699;241925412;5572;18602;219;193;699;361933512;4316;13473;115;114
twoGramJaccard;0.6;699;348492416;5425;18756;65;340;699;454432209;4311;13540;48;119
threeGramDiceNormalizedPadding;0.7;679;482033168;5215;17978;56;380;699;573966289;4291;13543;45;139
threeGramDice;0.5;686;363849535;5467;18208;90;185;699;469640771;4349;13521;67;81
cosineThreeShingleNormalizedBool;0.5;538;508032491;3673;10695;65;172;667;664814506;3835;11092;41;122
cosineThreeGramNormalizedNormalizedTermFrequency;0.6;679;789440738;5385;17953;81;210;699;817987087;4341;13532;56;89
winnowingFiveGramOptimalAlignmentNormalized;0.6;658;578879973;4836;17065;34;544;697;1482314927;4208;13524;38;214
fourGramDice;0.9;674;379076990;4616;17902;19;940;699;494420020;4043;13566;22;387
fiveGramJaccardNormalized;0.9;658;531672022;4173;17089;10;1207;697;648388013;3876;13544;18;546
fiveGramDice;0.4;665;384819958;5290;17401;92;163;699;514115352;4354;13523;65;76
cosineTokenNormalizedNormalizedTermFrequency;0.5;699;333033045;5593;18715;106;172;699;326806600;4347;13530;58;83
cosineFiveGramNormalizedBool;0.4;658;846131353;5246;17000;99;134;697;924059156;4351;13497;65;71
threeShingleOverlapNormalized;0.3;538;438989839;3772;10675;85;73;667;594154899;3859;11059;74;98
threeShingleJaccard;0.6;527;218068938;3133;10021;20;507;615;298588380;3244;10163;18;378
cosineThreeShingleNormalizedTermFrequency;0.5;538;504995270;3669;10698;62;176;667;660161109;3832;11093;40;125
levenshteinNormalized;0.5;699;2872712733;5422;18753;68;343;699;6090282308;4301;13536;52;129
manhattanFourGramNormalized;0.7;665;794654076;5000;17401;40;445;699;858110875;4260;13548;40;170
winnowingTwoGramOptimalAlignment;0.4;699;1965904593;5491;18749;72;274;699;5634967768;4324;13537;51;106
winnowingTwoGramLongestCommonSubsequence;0.7;699;1306182238;5103;18787;34;662;699;3788753767;4200;13559;29;230
fourGramOverlap;0.6;674;382979523;5407;17776;145;149;699;492596372;4333;13507;81;97
winnowingThreeGramOptimalAlignmentNormalized;0.7;679;967580334;4904;18006;28;691;699;2494652103;4172;13557;31;258
threeGramOverlapNormalized;0.3;679;479941538;5458;17849;185;137;699;571696357;4313;13467;121;117
manhattanThreeGramNormalized;0.8;679;773508660;4974;18006;28;621;699;810916953;4205;13555;33;225
winnowingFiveGramJaccard;0.5;665;211815203;5073;17440;53;380;699;362582856;4285;13542;46;145
threeShingleDice;0.6;527;213256449;3331;10009;32;309;615;287910790;3358;10152;29;264
manhattanFourGramNormalized;0.8;665;794533562;4805;17417;24;640;699;860222932;4195;13555;33;235
tokenDice;0.5;699;123247622;5530;18728;93;235;699;166140419;4299;13539;49;131
fourGramJaccardNormalized;0.8;665;523116323;4568;17425;16;877;699;631154540;4064;13564;24;366
threeGramDice;0.7;686;365975029;5297;18236;62;355;699;469671920;4302;13541;47;128
cosineFourGramNormalizedNormalizedTermFrequency;0.8;665;823548240;4914;17410;31;531;699;886225113;4232;13548;40;198
winnowingThreeGramLongestCommonSubsequence;0.6;686;736558459;5163;18257;41;489;699;2999703425;4244;13547;41;186
winnowingThreeGramDice;0.5;686;224829245;5454;18216;82;198;699;373452953;4351;13524;64;79
twoGramDice;0.3;699;317288782;5629;18651;170;136;699;422722145;4351;13490;98;79
winnowingFourGramOptimalAlignmentNormalized;0.4;665;733851671;5147;17381;60;298;699;1852459958;4303;13538;50;127
cosineFourGramNormalizedBool;0.3;665;822268677;5356;17328;113;89;699;878299513;4365;13516;72;65
winnowingTwoGramLongestCommonSubsequence;0.5;699;1310199426;5399;18757;64;366;699;3783839752;4304;13542;46;126
twoGramOverlapNormalized;0.3;697;438723108;5587;18582;236;175;699;531219329;4312;13455;133;118
twoShingleDiceNormalized;0.7;616;489706908;4348;14448;43;403;692;602204334;4178;13451;42;208
winnowingFiveGramDice;0.3;665;206698368;5314;17388;105;139;699;354468095;4372;13518;70;58
twoGramOverlapNormalizedPadding;0.4;697;441951173;5648;18624;194;114;699;541138146;4335;13474;114;95
winnowingFourGramOptimalAlignment;0.7;674;682655597;4859;17893;28;697;699;3069686130;4152;13562;26;278
tokenDice;0.8;699;122176945;5122;18782;39;643;699;159433066;4110;13565;23;320
tokenOverlapNormalized;0.4;670;501227178;5402;17598;160;121;699;581650872;4324;13485;103;106
winnowingFiveGramOptimalAlignment;0.5;665;515896250;5062;17441;52;391;699;3045924071;4269;13549;39;161
twoGramOverlapNormalized;0.8;697;431056608;5548;18631;187;214;699;525529523;4325;13503;85;105
cosineThreeShingleNormalizedNormalizedTermFrequency;0.8;538;503944740;3341;10742;18;504;667;652784801;3646;11107;26;311
optimalAlignment;0.9;699;8839728140;4651;18801;20;1114;699;15906937618;3942;13571;17;488
cosineFourGramNormalizedBool;0.7;665;819558510;5073;17387;54;372;699;875941290;4285;13544;44;145
winnowingFiveGramDiceNormalized;0.6;658;321185399;5023;17043;56;357;697;455177013;4285;13513;49;137
fourGramJaccardNormalized;0.7;665;525476458;4786;17418;23;659;699;635961269;4184;13554;34;246
fourGramJaccardNormalizedPadding;0.5;665;539903693;5069;17386;55;376;699;646380186;4294;13543;45;136
fourGramOverlapNormalized;0.3;665;472854962;5335;17282;159;110;699;594763274;4311;13470;118;119
optimalAlignment;0.6;699;8852371649;5302;18769;52;463;699;15776614775;4266;13552;36;164
threeGramJaccardNormalized;0.6;679;521603178;5147;17990;44;448;699;613366907;4264;13548;40;166
winnowingFourGramJaccardNormalized;0.7;665;339633051;4733;17418;23;712;699;467590267;4140;13556;32;290
cosineTwoShingleNormalizedTermFrequency;0.5;616;591910851;4567;14412;79;184;692;677679335;4283;13443;50;103
winnowingFourGramOverlapNormalized;0.7;665;330928772;5237;17319;122;208;699;463952080;4283;13501;87;147
twoGramDice;0.4;699;316795978;5627;18675;146;138;699;424471748;4358;13502;86;72
winnowingFourGramJaccardNormalized;0.3;665;341900713;5229;17364;77;216;699;475240568;4333;13533;55;97
