metric;threshold;numberOfTextPostsWithThisMetric;runtimeTextTotalRelative;truePositivesTextRelative;trueNegativesTextRelative;falsePositivesTextRelative;falseNegativesTextRelative;numberOfCodePostsWithThisMetric;runtimeCodeTotalRelative;truePositivesCodeRelative;trueNegativesCodeRelative;falsePositivesCodeRelative;falseNegativesCodeRelative
threeGramDiceNormalizedPadding;0.3;679;707245.5964653903;8.091310751104565;26.390279823269513;0.16936671575846834;0.1487481590574374;699;841119.9442060086;6.238912732474964;19.32761087267525;0.11158798283261803;0.09871244635193133
winnowingFiveGramJaccard;0.4;665;325990.42556390975;7.760902255639098;26.20751879699248;0.09774436090225563;0.43909774436090226;699;522452.3605150215;6.180257510729613;19.36623748211731;0.07296137339055794;0.15736766809728184
cosineTwoGramNormalizedNormalizedTermFrequency;0.6;697;914590.4017216642;8.045911047345768;26.830703012912483;0.1678622668579627;0.22094691535150646;699;980088.2074391989;6.2260371959942775;19.334763948497855;0.1044349070100143;0.11158798283261803
cosineFourGramNormalizedBool;0.5;665;1233791.2436090226;7.932330827067669;26.09624060150376;0.13082706766917293;0.2556390977443609;699;1253572.8483547925;6.2117310443490705;19.3519313304721;0.08726752503576538;0.12589413447782546
fourGramJaccard;0.3;674;659312.7908011869;7.965875370919881;26.458456973293767;0.13056379821958458;0.2774480712166172;699;780888.669527897;6.218884120171674;19.349070100143063;0.09012875536480687;0.11874105865522175
manhattanFiveGramNormalized;0.4;658;1253093.7887537994;7.907294832826747;25.858662613981764;0.1276595744680851;0.2689969604863222;697;1297612.6011477762;6.219512195121951;19.371592539454806;0.08608321377331421;0.12482065997130559
tokenJaccardNormalized;0.5;670;837538.647761194;7.740298507462686;26.417910447761194;0.08656716417910448;0.5029850746268657;699;908612.5536480687;6.1444921316165955;19.37052932761087;0.06866952789699571;0.19313304721030042
winnowingTwoGramOptimalAlignmentNormalized;0.3;697;2392652.8852223814;7.956958393113343;26.87948350071736;0.11908177905308465;0.3098995695839311;699;5018817.792560801;6.207439198855508;19.354792560801144;0.0844062947067239;0.1301859799713877
twoGramOverlap;0.9;699;451670.208869814;7.874105865522175;26.696709585121603;0.22889842632331903;0.37339055793991416;699;601356.4034334763;6.127324749642346;19.333333333333332;0.10586552217453506;0.21030042918454936
winnowingFourGramLongestCommonSubsequence;0.5;674;761989.0044510385;7.688427299703264;26.50593471810089;0.0830860534124629;0.5548961424332344;699;3222192.4062947067;6.120171673819742;19.371959942775394;0.06723891273247497;0.21745350500715308
winnowingFourGramLongestCommonSubsequenceNormalized;0.7;665;878663.2992481203;7.147368421052631;26.186466165413535;0.0406015037593985;1.0406015037593985;699;1948893.1616595136;5.982832618025751;19.396280400572245;0.04291845493562232;0.3547925608011445
winnowingTwoGramJaccardNormalized;0.6;697;537974.8708751793;7.705882352941177;26.90961262553802;0.08895265423242468;0.5609756097560976;699;693442.0715307582;6.1444921316165955;19.376251788268956;0.06294706723891273;0.19313304721030042
longestCommonSubsequence;0.6;699;7406435.632331903;7.606580829756796;26.846924177396282;0.07868383404864092;0.6409155937052933;699;1.6775494383404864E7;6.115879828326181;19.380543633762517;0.058655221745350504;0.2217453505007153
winnowingTwoGramLongestCommonSubsequenceNormalized;0.7;697;1682867.9598278336;7.317073170731708;26.951219512195124;0.047345767575322814;0.9497847919655668;699;4323290.317596567;6.022889842632332;19.394849785407725;0.044349070100143065;0.3147353361945637
threeShingleOverlapNormalized;0.5;538;810217.3996282528;6.973977695167286;19.845724907063197;0.15427509293680297;0.17286245353159851;667;888992.0974512744;5.746626686656672;16.590704647676162;0.10044977511244378;0.18590704647676162
twoGramJaccardNormalizedPadding;0.5;697;681580.3185078909;7.8981348637015785;26.886657101865136;0.11190817790530846;0.36872309899569583;699;802899.3376251789;6.200286123032904;19.359084406294706;0.08011444921316166;0.13733905579399142
cosineTwoGramNormalizedTermFrequency;0.3;697;919886.7977044476;8.061692969870876;26.741750358680058;0.2568149210903874;0.20516499282639886;699;984902.0972818312;6.216022889842632;19.300429184549355;0.13876967095851217;0.12160228898426323
longestCommonSubsequenceNormalized;0.8;699;7576031.101573677;7.061516452074392;26.889842632331902;0.0357653791130186;1.1859799713876966;699;1.1927579525035765E7;5.9298998569384835;19.40629470672389;0.032904148783977114;0.40772532188841204
cosineFiveGramNormalizedTermFrequency;0.5;658;1276493.2431610941;7.87386018237082;25.86322188449848;0.12310030395136778;0.30243161094224924;697;1323665.0573888093;6.229555236728838;19.37589670014347;0.08177905308464849;0.11477761836441894
winnowingFourGramOverlapNormalized;0.4;665;500965.954887218;7.995488721804511;26.022556390977442;0.20451127819548873;0.1924812030075188;699;705280.1287553648;6.164520743919885;19.28755364806867;0.15164520743919885;0.17310443490701002
cosineTokenNormalizedBool;0.5;699;472324.5092989986;7.991416309012876;26.778254649499285;0.1473533619456366;0.25608011444921314;699;466648.08297567954;6.213161659513591;19.363376251788267;0.07582260371959942;0.12446351931330472
twoGramOverlapNormalized;0.7;697;621196.4175035869;8.001434720229556;26.714490674318508;0.28407460545193686;0.2654232424677188;699;763393.3333333334;6.187410586552217;19.29327610872675;0.1459227467811159;0.15021459227467812
winnowingFiveGramLongestCommonSubsequenceNormalized;0.7;658;739238.6489361703;7.103343465045593;25.95288753799392;0.03343465045592705;1.0729483282674772;697;1807079.242467719;5.961262553802008;19.41319942611191;0.04447632711621234;0.3830703012912482
threeGramDiceNormalizedPadding;0.6;679;709773.5640648012;7.851251840942562;26.45360824742268;0.10603829160530191;0.38880706921944036;699;831354.4248927039;6.190271816881259;19.361945636623748;0.07725321888412018;0.1473533619456366
winnowingFourGramDice;0.8;674;314515.4213649852;7.35459940652819;26.5459940652819;0.04302670623145401;0.8887240356083086;699;494818.8927038627;6.011444921316166;19.390557939914164;0.04864091559370529;0.3261802575107296
fiveGramJaccardNormalizedPadding;0.8;658;833804.4088145896;6.731003039513678;25.96808510638298;0.0182370820668693;1.4452887537993921;697;958863.9368723099;5.780487804878049;19.42754662840746;0.03012912482065997;0.563845050215208
cosineFiveGramNormalizedBool;0.5;658;1276084.8890577508;7.887537993920972;25.861702127659573;0.12462006079027356;0.2887537993920973;697;1316339.6370157818;6.215208034433285;19.374461979913917;0.08321377331420372;0.1291248206599713
winnowingTwoGramJaccardNormalized;0.9;697;536028.1477761837;6.697274031563845;26.97274031563845;0.02582496413199426;1.569583931133429;699;905472.9613733905;5.705293276108727;19.414878397711014;0.024320457796852647;0.6323319027181689
winnowingTwoGramOverlap;0.9;699;342539.3948497854;7.8068669527897;26.688125894134476;0.2374821173104435;0.4406294706723891;699;513492.1344778255;6.105865522174535;19.321888412017167;0.11731044349070101;0.2317596566523605
manhattanFiveGramNormalized;0.7;659;1247515.2564491653;7.473444613050076;25.889226100151745;0.057663125948406675;0.6904400606980273;697;1296076.0918220947;6.084648493543759;19.40028694404591;0.05738880918220947;0.25968436154949787
winnowingFourGramOverlap;0.7;674;320753.62759643915;7.955489614243324;26.381305637982194;0.20771513353115728;0.2878338278931751;699;518158.2904148784;6.175965665236052;19.333333333333332;0.10586552217453506;0.16165951359084407
winnowingThreeGramDiceNormalized;0.3;679;512678.25773195876;8.060382916053019;26.391752577319586;0.16789396170839468;0.1796759941089838;699;677446.364806867;6.247496423462088;19.339055793991417;0.10014306151645208;0.09012875536480687
twoGramDiceNormalizedPadding;0.6;697;626120.6843615494;7.967001434720229;26.865136298421806;0.133428981348637;0.2998565279770445;699;758618.6037195994;6.210300429184549;19.34620886981402;0.09298998569384835;0.12732474964234622
fiveGramOverlap;0.6;665;580773.7684210526;7.983458646616541;26.105263157894736;0.2;0.21654135338345865;699;733544.0300429184;6.1959942775393415;19.326180257510728;0.11301859799713877;0.14163090128755365
cosineTokenNormalizedBool;0.6;699;470403.0243204578;7.8855507868383405;26.80400572246066;0.12160228898426323;0.36194563662374823;699;470253.48640915594;6.160228898426324;19.371959942775394;0.06723891273247497;0.17739628040057226
cosineTwoShingleNormalizedBool;0.8;616;910740.0941558442;6.845779220779221;23.475649350649352;0.048701298701298704;0.8668831168831169;692;972652.784682081;5.942196531791907;19.453757225433527;0.044797687861271675;0.3959537572254335
twoShingleOverlapNormalized;0.7;616;788285.2224025974;7.420454545454546;23.352272727272727;0.17207792207792208;0.2922077922077922;692;873408.9190751445;6.108381502890174;19.390173410404625;0.10838150289017341;0.22976878612716764
winnowingFiveGramJaccard;0.6;665;319319.33684210526;7.416541353383459;26.254135338345865;0.05112781954887218;0.7834586466165413;699;515616.06723891274;6.0486409155937055;19.386266094420602;0.05293276108726753;0.28898426323319026
twoGramOverlap;0.8;699;457939.7811158798;7.967095851216023;26.67238912732475;0.2532188841201717;0.2804005722460658;699;644930.3948497854;6.185979971387697;19.317596566523605;0.12160228898426323;0.15164520743919885
manhattanFourGramNormalized;0.3;665;1200690.0887218046;7.998496240601503;26.07067669172932;0.15639097744360902;0.18947368421052632;699;1235098.4248927038;6.237482117310443;19.344778254649498;0.0944206008583691;0.10014306151645208
twoGramDice;0.5;699;448278.36766809726;8.031473533619456;26.746781115879827;0.17882689556509299;0.21602288984263232;699;601505.7067238913;6.2331902718168815;19.32761087267525;0.11158798283261803;0.1044349070100143
fiveGramDiceNormalizedPadding;0.4;658;743109.2082066869;7.927051671732523;25.846504559270517;0.1398176291793313;0.24924012158054712;697;887161.0975609756;6.2309899569583935;19.368723098995694;0.08895265423242468;0.1133428981348637
cosineTwoShingleNormalizedTermFrequency;0.9;616;910017.1801948051;6.316558441558442;23.50487012987013;0.01948051948051948;1.396103896103896;692;970503.510115607;5.745664739884393;19.466763005780347;0.031791907514450865;0.5924855491329479
winnowingFourGramJaccard;0.5;674;337067.2537091988;7.6973293768546;26.501483679525222;0.08753709198813056;0.5459940652818991;699;536611.2002861231;6.148783977110157;19.371959942775394;0.06723891273247497;0.1888412017167382
optimalAlignmentNormalized;0.9;699;1.2715902467811158E7;6.6781115879828326;26.898426323319025;0.027181688125894134;1.5693848354792561;699;1.5693661896995708E7;5.690987124463519;19.412017167381975;0.027181688125894134;0.6466380543633763
twoGramJaccardNormalizedPadding;0.9;697;675671.1979913916;6.761836441893831;26.97274031563845;0.02582496413199426;1.5050215208034434;699;823008.1545064377;5.745350500715308;19.412017167381975;0.027181688125894134;0.592274678111588
winnowingThreeGramOverlap;0.3;686;336192.555393586;8.004373177842565;26.386297376093296;0.28717201166180756;0.23469387755102042;699;510595.5064377682;6.206008583690987;19.28898426323319;0.15021459227467812;0.13161659513590845
fiveGramOverlapNormalizedPadding;0.6;658;747852.6869300912;7.9787234042553195;25.819148936170212;0.16717325227963525;0.19756838905775076;697;880446.1018651363;6.218077474892396;19.360114777618364;0.0975609756097561;0.12625538020086083
cosineTokenNormalizedTermFrequency;0.4;699;476106.9728183119;8.05865522174535;26.74391988555079;0.18168812589413447;0.1888412017167382;699;470487.6366237482;6.223175965665236;19.344778254649498;0.0944206008583691;0.11444921316165951
fourGramOverlap;0.5;674;573296.5534124629;8.035608308605342;26.36053412462908;0.228486646884273;0.20771513353115728;699;714508.1659513591;6.207439198855508;19.30901287553648;0.1301859799713877;0.1301859799713877
cosineThreeGramNormalizedBool;0.7;679;1164346.9587628867;7.751104565537555;26.468335787923415;0.09131075110456553;0.4889543446244477;699;1174267.164520744;6.15450643776824;19.369098712446352;0.07010014306151645;0.18311874105865522
cosineFourGramNormalizedTermFrequency;0.6;665;1231028.7097744362;7.810526315789474;26.112781954887218;0.11428571428571428;0.3774436090225564;699;1247329.1330472103;6.208869814020028;19.359084406294706;0.08011444921316166;0.12875536480686695
twoShingleJaccard;0.3;596;404911.50503355707;7.216442953020135;22.81040268456376;0.11241610738255034;0.3875838926174497;651;438947.55760368664;5.8018433179723505;17.46082949308756;0.06451612903225806;0.23963133640552994
winnowingFiveGramDice;0.5;665;304732.18345864664;7.8466165413533835;26.198496240601504;0.10676691729323308;0.3533834586466165;699;502908.208869814;6.210300429184549;19.357653791130186;0.0815450643776824;0.12732474964234622
fiveGramOverlapNormalizedPadding;0.5;658;748856.4072948329;8.009118541033434;25.80243161094225;0.1838905775075988;0.16717325227963525;697;883907.1090387375;6.2309899569583935;19.34863701578192;0.10903873744619799;0.1133428981348637
fourGramDiceNormalizedPadding;0.3;665;728920.607518797;8.018045112781955;26.066165413533835;0.16090225563909774;0.1699248120300752;699;856827.7138769671;6.24892703862661;19.340486409155936;0.09871244635193133;0.08869814020028613
winnowingFiveGramJaccardNormalized;0.6;658;503565.27203647414;7.319148936170213;25.934650455927052;0.05167173252279635;0.8571428571428571;697;668948.268292683;6.022955523672884;19.40028694404591;0.05738880918220947;0.321377331420373
manhattanFiveGramNormalized;0.9;658;1247768.300911854;6.655015197568389;25.96808510638298;0.0182370820668693;1.5212765957446808;697;1375600.4720229555;5.724533715925395;19.431850789096128;0.02582496413199426;0.6197991391678622
tokenOverlap;0.5;699;180093.13018597997;8.032904148783977;26.723891273247496;0.2017167381974249;0.2145922746781116;699;233128.00572246066;6.190271816881259;19.336194563662374;0.10300429184549356;0.1473533619456366
fiveGramDiceNormalized;0.9;658;715352.2234042553;6.697568389057751;25.966565349544073;0.019756838905775075;1.4787234042553192;697;853902.8464849355;5.7560975609756095;19.428981348637016;0.028694404591104734;0.5882352941176471
fiveGramDiceNormalized;0.6;658;721771.1854103344;7.706686930091186;25.896656534954406;0.08966565349544073;0.4696048632218845;697;953702.7647058824;6.162123385939742;19.38880918220947;0.06886657101865136;0.18220946915351507
cosineTwoShingleNormalizedTermFrequency;0.8;616;910376.935064935;6.866883116883117;23.477272727272727;0.04707792207792208;0.8457792207792207;692;970499.8150289017;5.959537572254336;19.447976878612717;0.05057803468208093;0.3786127167630058
winnowingFourGramDice;0.7;674;313322.8991097923;7.617210682492582;26.508902077151337;0.08011869436201781;0.6261127596439169;699;503568.05007153074;6.130185979971388;19.374821173104436;0.06437768240343347;0.20743919885550788
cosineThreeShingleNormalizedBool;0.6;538;936005.9795539033;6.691449814126394;19.912639405204462;0.08736059479553904;0.45539033457249073;667;985200.7646176912;5.67616191904048;16.63418290854573;0.05697151424287856;0.2563718140929535
winnowingTwoGramOverlapNormalized;0.8;697;525518.9899569583;7.928263988522239;26.740315638450504;0.2582496413199426;0.3385939741750359;699;724042.9856938483;6.1516452074391985;19.310443490701;0.12875536480686695;0.1859799713876967
threeGramOverlapNormalizedPadding;0.3;679;716084.6391752578;8.106038291605302;26.32842415316642;0.23122238586156113;0.13402061855670103;699;833054.0314735336;6.214592274678112;19.29184549356223;0.1473533619456366;0.12303290414878398
winnowingTwoGramLongestCommonSubsequenceNormalized;0.3;697;1676951.6284074606;7.974175035868006;26.869440459110475;0.1291248206599713;0.2926829268292683;699;4313145.251788269;6.214592274678112;19.350500715307582;0.08869814020028613;0.12303290414878398
winnowingThreeGramOptimalAlignmentNormalized;0.6;679;1414310.8159057437;7.471281296023564;26.50515463917526;0.054491899852724596;0.7687776141384389;699;3580434.051502146;6.058655221745351;19.38912732474964;0.05007153075822604;0.27896995708154504
