metric;threshold;numberOfTextPostsWithThisMetric;runtimeTextTotalRelative;truePositivesTextRelative;trueNegativesTextRelative;falsePositivesTextRelative;falseNegativesTextRelative;numberOfCodePostsWithThisMetric;runtimeCodeTotalRelative;truePositivesCodeRelative;trueNegativesCodeRelative;falsePositivesCodeRelative;falseNegativesCodeRelative
cosineFourGramNormalizedTermFrequency;0.4;665;1243041.2105263157;7.981954887218045;26.069172932330826;0.15789473684210525;0.20601503759398496;699;1277225.4806866953;6.228898426323319;19.32904148783977;0.11015736766809728;0.10872675250357654
optimalAlignmentNormalized;0.8;699;1.2745267193133047E7;7.031473533619456;26.889842632331902;0.0357653791130186;1.2160228898426324;699;1.5670482640915593E7;5.891273247496423;19.40343347639485;0.0357653791130186;0.44635193133047213
fourGramOverlap;0.3;674;571589.0741839763;8.053412462908012;26.329376854599406;0.2596439169139466;0.18991097922848665;699;712888.3018597997;6.200286123032904;19.28612303290415;0.1530758226037196;0.13733905579399142
damerauLevenshtein;0.5;699;1.7049871256080113E7;7.755364806866953;26.829756795422032;0.09585121602288985;0.49213161659513593;699;3.0106340042918455E7;6.1587982832618025;19.376251788268956;0.06294706723891273;0.17882689556509299
manhattanTokenNormalized;0.6;699;467608.4406294707;7.793991416309013;26.829756795422032;0.09585121602288985;0.45350500715307585;699;463340.6194563662;6.13590844062947;19.377682403433475;0.06151645207439199;0.2017167381974249
fourGramOverlapNormalizedPadding;0.9;665;725883.7669172932;7.609022556390977;26.09172932330827;0.13533834586466165;0.5789473684210527;699;865385.8268955651;6.028612303290415;19.36623748211731;0.07296137339055794;0.3090128755364807
cosineFourGramNormalizedTermFrequency;0.5;665;1240881.1443609023;7.918796992481203;26.093233082706767;0.13383458646616542;0.26917293233082706;699;1259095.4034334763;6.223175965665236;19.34763948497854;0.09155937052932761;0.11444921316165951
winnowingFourGramDice;0.5;674;316761.9821958457;7.921364985163205;26.468842729970326;0.1201780415430267;0.3219584569732938;699;498448.5250357654;6.2260371959942775;19.356223175965667;0.08297567954220315;0.11158798283261803
cosineFourGramNormalizedBool;0.8;665;1224773.7037593985;7.329323308270677;26.18045112781955;0.04661654135338346;0.8586466165413534;699;1252325.8626609442;6.015736766809728;19.386266094420602;0.05293276108726753;0.3218884120171674
winnowingFourGramDiceNormalized;0.5;665;494101.05263157893;7.821052631578947;26.12330827067669;0.1037593984962406;0.3669172932330827;699;662756.1158798283;6.190271816881259;19.361945636623748;0.07725321888412018;0.1473533619456366
threeGramDiceNormalized;0.5;679;690192.6421207659;7.960235640648012;26.43446244477172;0.1251840942562592;0.27982326951399117;699;819925.17453505;6.208869814020028;19.349070100143063;0.09012875536480687;0.12875536480686695
cosineFiveGramNormalizedBool;0.9;658;1274529.3343465046;6.721884498480243;25.965045592705167;0.02127659574468085;1.4544072948328268;697;1312008.1104734577;5.7560975609756095;19.426111908177905;0.03156384505021521;0.5882352941176471
winnowingFourGramOptimalAlignmentNormalized;0.5;665;1104165.377443609;7.598496240601504;26.153383458646616;0.07368421052631578;0.5894736842105263;699;2635400.419170243;6.1144492131616595;19.380543633762517;0.058655221745350504;0.22317596566523606
winnowingThreeGramJaccard;0.8;686;373516.9970845481;6.969387755102041;26.642857142857142;0.030612244897959183;1.2696793002915452;699;518737.11444921314;5.86552217453505;19.40486409155937;0.034334763948497854;0.4721030042918455
twoShingleDiceNormalized;0.9;616;783449.4577922078;6.258116883116883;23.506493506493506;0.017857142857142856;1.4545454545454546;692;876419.9335260115;5.695086705202312;19.472543352601157;0.02601156069364162;0.6430635838150289
winnowingThreeGramDiceNormalized;0.9;679;508620.9086892489;6.846833578792341;26.53313696612666;0.026509572901325478;1.3932253313696612;699;665970.452074392;5.785407725321888;19.40772532188841;0.031473533619456366;0.5522174535050072
winnowingFiveGramJaccard;0.9;665;314927.3218045113;6.371428571428571;26.282706766917293;0.022556390977443608;1.8285714285714285;699;512381.3719599428;5.550786838340486;19.41917024320458;0.020028612303290415;0.7868383404864091
winnowingFourGramOptimalAlignment;0.3;674;1014788.5519287834;7.92433234421365;26.483679525222552;0.10534124629080119;0.3189910979228487;699;4430541.384835479;6.214592274678112;19.356223175965667;0.08297567954220315;0.12303290414878398
threeGramJaccardNormalizedPadding;0.5;679;790531.2665684831;7.755522827687776;26.468335787923415;0.09131075110456553;0.4845360824742268;699;887480.9799713877;6.161659513590844;19.367668097281832;0.0715307582260372;0.1759656652360515
tokenOverlapNormalized;0.7;670;745872.3328358209;7.983582089552239;26.291044776119403;0.21343283582089553;0.25970149253731345;699;839913.9756795422;6.168812589413448;19.319027181688124;0.12017167381974249;0.1688125894134478
winnowingThreeGramOverlap;0.4;686;335786.82653061225;7.994169096209912;26.392128279883384;0.2813411078717201;0.24489795918367346;699;531875.7453505007;6.210300429184549;19.294706723891274;0.14449213161659513;0.12732474964234622
cosineFiveGramNormalizedTermFrequency;0.8;658;1283702.8556231004;7.332826747720365;25.94224924012158;0.044072948328267476;0.8434650455927052;697;1322039.694404591;6.063127690100431;19.398852223816355;0.058823529411764705;0.2812051649928264
twoShingleJaccard;0.9;596;398408.0520134228;5.526845637583893;22.911073825503355;0.01174496644295302;2.077181208053691;651;430296.2688172043;4.99231950844854;17.508448540706606;0.016897081413210446;1.0491551459293396
fiveGramDiceNormalized;0.4;658;721917.4574468085;7.9179331306990886;25.848024316109424;0.13829787234042554;0.25835866261398177;697;865362.8134863701;6.226685796269727;19.36728837876614;0.09038737446197992;0.11764705882352941
threeShingleOverlapNormalized;0.7;538;811031.5520446097;6.843866171003717;19.849442379182157;0.15055762081784388;0.30297397769516726;667;887281.2848575712;5.6521739130434785;16.60269865067466;0.08845577211394302;0.280359820089955
fourGramDice;0.5;674;567517.3486646884;7.940652818991098;26.47032640949555;0.11869436201780416;0.3026706231454006;699;715601.8311874106;6.216022889842632;19.3519313304721;0.08726752503576538;0.12160228898426323
damerauLevenshtein;0.7;699;1.686578794992847E7;7.323319027181688;26.876967095851217;0.04864091559370529;0.9241773962804005;699;3.0231192054363377E7;5.9957081545064375;19.394849785407725;0.044349070100143065;0.3419170243204578
winnowingFiveGramOptimalAlignmentNormalized;0.4;658;876505.2021276596;7.703647416413374;25.898176291793312;0.08814589665653495;0.4726443768996961;697;2126860.9655667143;6.1506456241033;19.38593974175036;0.07173601147776183;0.19368723098995697
winnowingThreeGramJaccardNormalized;0.8;679;532164.5935198822;6.91899852724595;26.53019145802651;0.029455081001472753;1.321060382916053;699;686430.3848354792;5.821173104434907;19.40200286123033;0.03719599427753934;0.5164520743919886
twoGramJaccard;0.3;699;507320.27753934194;8.0414878397711;26.7310443490701;0.19456366237482117;0.20600858369098712;699;644824.0185979971;6.236051502145923;19.32474964234621;0.11444921316165951;0.10157367668097282
manhattanTwoShingleNormalized;0.3;616;905589.7386363636;7.511363636363637;23.39448051948052;0.12987012987012986;0.2012987012987013;692;971713.1459537572;6.226878612716763;19.411849710982658;0.08670520231213873;0.11127167630057803
winnowingThreeGramDiceNormalized;0.6;679;508451.04270986747;7.812960235640648;26.459499263622973;0.10014727540500737;0.4270986745213549;699;669845.652360515;6.174535050071531;19.36480686695279;0.07439198855507868;0.1630901287553648
cosineFiveGramNormalizedNormalizedTermFrequency;0.5;658;1289897.5167173252;7.896656534954407;25.858662613981764;0.1276595744680851;0.2796352583586626;697;1322860.6298421808;6.226685796269727;19.37302725968436;0.08464849354375897;0.11764705882352941
threeGramOverlapNormalizedPadding;0.7;679;709244.0397643594;8.047128129602356;26.384388807069218;0.17525773195876287;0.19293078055964655;699;830307.7396280401;6.214592274678112;19.340486409155936;0.09871244635193133;0.12303290414878398
winnowingThreeGramJaccard;0.4;686;351216.5481049563;7.876093294460642;26.565597667638485;0.10787172011661808;0.3629737609329446;699;523516.452074392;6.214592274678112;19.357653791130186;0.0815450643776824;0.12303290414878398
optimalAlignment;0.7;699;1.2650309137339056E7;7.323319027181688;26.876967095851217;0.04864091559370529;0.9241773962804005;699;2.2781239256080113E7;5.9957081545064375;19.394849785407725;0.044349070100143065;0.3419170243204578
winnowingFiveGramOptimalAlignmentNormalized;0.5;658;878353.0881458967;7.5638297872340425;25.911854103343465;0.07446808510638298;0.6124620060790273;697;2128299.8967001433;6.119081779053085;19.395982783357244;0.06169296987087518;0.22525107604017217
fiveGramOverlapNormalized;0.5;658;722166.7492401216;7.975683890577508;25.773556231003038;0.2127659574468085;0.2006079027355623;697;865409.4103299857;6.182209469153515;19.319942611190818;0.13773314203730272;0.16212338593974174
threeShingleJaccard;0.7;527;413143.54269449716;5.648956356736243;19.032258064516128;0.020872865275142316;1.2580645161290323;615;484335.52195121953;5.131707317073171;16.53008130081301;0.024390243902439025;0.7577235772357723
winnowingFiveGramJaccard;0.8;665;319214.25864661654;6.8240601503759395;26.278195488721803;0.02706766917293233;1.3759398496240602;699;514745.3633762518;5.793991416309013;19.40629470672389;0.032904148783977114;0.5436337625178826
twoShingleJaccard;0.5;596;402853.0167785235;6.917785234899329;22.860738255033556;0.06208053691275168;0.6862416107382551;651;435887.4715821813;5.640552995391705;17.477726574500767;0.047619047619047616;0.4009216589861751
winnowingTwoGramOptimalAlignmentNormalized;0.6;697;2388963.2051649927;7.5480631276901;26.935437589670013;0.06312769010043041;0.7187948350071736;699;5015254.798283262;6.0844062947067235;19.390557939914164;0.04864091559370529;0.2532188841201717
winnowingTwoGramOverlap;0.4;699;349864.24463519314;7.972818311874106;26.59942775393419;0.3261802575107296;0.27467811158798283;699;511272.8025751073;6.168812589413448;19.258941344778254;0.18025751072961374;0.1688125894134478
winnowingTwoGramOverlapNormalized;0.4;697;532395.9913916786;7.992826398852224;26.67144906743185;0.32711621233859395;0.27403156384505023;699;683233.0286123033;6.15450643776824;19.25178826895565;0.18741058655221746;0.18311874105865522
winnowingFiveGramDiceNormalized;0.5;658;494278.8465045593;7.770516717325228;25.882978723404257;0.1033434650455927;0.40577507598784196;697;653661.418938307;6.192252510760402;19.378766140602583;0.07890961262553801;0.15208034433285508
winnowingFourGramLongestCommonSubsequence;0.6;674;758572.824925816;7.51186943620178;26.526706231454007;0.06231454005934718;0.7314540059347181;699;3222208.121602289;6.078683834048641;19.38769670958512;0.05150214592274678;0.25894134477825465
winnowingFourGramLongestCommonSubsequence;0.7;674;761745.440652819;7.240356083086054;26.54747774480712;0.04154302670623145;1.002967359050445;699;3244175.444921316;5.971387696709585;19.40057224606581;0.03862660944206009;0.36623748211731044
winnowingTwoGramOptimalAlignmentNormalized;0.7;697;2390126.474892396;7.284074605451937;26.952654232424678;0.04591104734576758;0.9827833572453372;699;5014353.077253219;5.994277539341917;19.394849785407725;0.044349070100143065;0.34334763948497854
threeShingleOverlapNormalized;0.8;538;820491.5;6.736059479553903;19.851301115241636;0.14869888475836432;0.4107806691449814;667;881370.8515742129;5.577211394302848;16.605697151424287;0.08545727136431784;0.3553223388305847
winnowingThreeGramOptimalAlignment;0.3;686;1500916.3075801749;7.922740524781341;26.565597667638485;0.10787172011661808;0.3163265306122449;699;5273296.929899857;6.2117310443490705;19.357653791130186;0.0815450643776824;0.12589413447782546
twoShingleDice;0.8;596;382234.7600671141;6.51510067114094;22.88422818791946;0.03859060402684564;1.0889261744966443;651;417181.2503840246;5.451612903225806;17.491551459293394;0.03379416282642089;0.5898617511520737
winnowingTwoGramJaccard;0.5;699;360174.42060085834;7.856938483547926;26.82117310443491;0.1044349070100143;0.3905579399141631;699;531910.1902718169;6.207439198855508;19.359084406294706;0.08011444921316166;0.1301859799713877
manhattanTokenNormalized;0.3;699;470516.15879828326;8.044349070100143;26.759656652360515;0.1659513590844063;0.20314735336194564;699;469794.4034334764;6.236051502145923;19.3519313304721;0.08726752503576538;0.10157367668097282
tokenDice;0.4;699;177319.79685264663;7.985693848354792;26.779685264663804;0.1459227467811159;0.26180257510729615;699;231545.226037196;6.177396280400572;19.354792560801144;0.0844062947067239;0.16022889842632332
twoGramOverlapNormalizedPadding;0.5;697;640741.856527977;8.106169296987087;26.73457675753228;0.26398852223816355;0.1606886657101865;699;769503.4849785408;6.210300429184549;19.29327610872675;0.1459227467811159;0.12732474964234622
damerauLevenshteinNormalized;0.5;699;1.6873233195994277E7;7.756795422031473;26.82832618025751;0.09728183118741059;0.4907010014306152;699;2.534105683690987E7;6.15307582260372;19.36480686695279;0.07439198855507868;0.18454935622317598
winnowingTwoGramOverlapNormalized;0.9;697;522708.4418938307;7.799139167862267;26.748923959827835;0.24964131994261118;0.46771879483500717;699;680448.6208869814;6.0844062947067235;19.326180257510728;0.11301859799713877;0.2532188841201717
winnowingTwoGramLongestCommonSubsequenceNormalized;0.8;697;1676287.737446198;7.004304160688665;26.962697274031562;0.035868005738880916;1.2625538020086082;699;4311955.937052933;5.878397711015737;19.409155937052933;0.030042918454935622;0.4592274678111588
winnowingThreeGramLongestCommonSubsequenceNormalized;0.5;679;1112201.3858615612;7.695139911634757;26.480117820324004;0.07952871870397643;0.5449189985272459;699;2883300.081545064;6.1373390557939915;19.371959942775394;0.06723891273247497;0.20028612303290416
cosineTokenNormalizedTermFrequency;0.5;699;479019.025751073;8.008583690987125;26.76824034334764;0.15736766809728184;0.23891273247496422;699;472062.974248927;6.2117310443490705;19.34763948497854;0.09155937052932761;0.12589413447782546
cosineTwoShingleNormalizedBool;0.4;616;915531.4042207792;7.508116883116883;23.391233766233768;0.1331168831168831;0.20454545454545456;692;975011.2658959538;6.218208092485549;19.414739884393065;0.0838150289017341;0.1199421965317919
winnowingFourGramLongestCommonSubsequenceNormalized;0.6;665;880929.2015037594;7.41203007518797;26.177443609022557;0.04962406015037594;0.7759398496240602;699;1943568.9885550786;6.080114449213162;19.38340486409156;0.055793991416309016;0.2575107296137339
longestCommonSubsequenceNormalized;0.3;699;7557802.107296137;7.947067238912733;26.71101573676681;0.2145922746781116;0.30042918454935624;699;1.1874602067238912E7;6.206008583690987;19.32904148783977;0.11015736766809728;0.13161659513590845
winnowingFourGramJaccard;0.4;674;331701.08308605343;7.835311572700297;26.48219584569733;0.10682492581602374;0.40801186943620177;699;517051.43204577966;6.208869814020028;19.36623748211731;0.07296137339055794;0.12875536480686695
threeShingleJaccardNormalized;0.7;538;828009.7267657992;6.048327137546468;19.981412639405203;0.01858736059479554;1.0985130111524164;667;896954.5832083958;5.406296851574213;16.661169415292353;0.029985007496251874;0.5262368815592204
winnowingFourGramOverlap;0.5;674;326378.96884273;8.020771513353116;26.35311572700297;0.23590504451038577;0.22255192878338279;699;505687.86981402006;6.2117310443490705;19.313304721030043;0.12589413447782546;0.12589413447782546
twoGramJaccardNormalized;0.5;697;665142.6427546629;7.899569583931133;26.8909612625538;0.10760401721664276;0.3672883787661406;699;792789.9384835479;6.198855507868384;19.356223175965667;0.08297567954220315;0.13876967095851217
manhattanTwoGramNormalized;0.5;697;887693.9842180775;7.955523672883787;26.865136298421806;0.133428981348637;0.3113342898134864;699;966277.2889842632;6.216022889842632;19.3519313304721;0.08726752503576538;0.12160228898426323
winnowingThreeGramOptimalAlignment;0.7;686;1501342.4795918367;7.2492711370262395;26.631195335276967;0.04227405247813411;0.9897959183673469;699;5265060.509298999;5.955650929899857;19.399141630901287;0.04005722460658083;0.38197424892703863
manhattanFourGramNormalized;0.4;665;1200605.645112782;7.936842105263158;26.09172932330827;0.13533834586466165;0.2511278195488722;699;1237947.095851216;6.218884120171674;19.3519313304721;0.08726752503576538;0.11874105865522175
fiveGramOverlap;0.8;665;586540.7563909774;7.830075187969925;26.114285714285714;0.19097744360902255;0.3699248120300752;699;732625.7868383405;6.127324749642346;19.34334763948498;0.09585121602288985;0.21030042918454936
winnowingThreeGramLongestCommonSubsequence;0.7;686;1076081.6064139942;7.278425655976676;26.631195335276967;0.04227405247813411;0.9606413994169096;699;4295976.364806867;5.984263233190272;19.397711015736768;0.04148783977110158;0.35336194563662376
threeGramJaccardNormalizedPadding;0.6;679;787149.0103092784;7.562592047128129;26.49484536082474;0.06480117820324006;0.6774668630338734;699;890825.1115879829;6.091559370529327;19.38197424892704;0.05722460658082976;0.24606580829756797
fiveGramOverlapNormalizedPadding;0.8;658;740525.2218844985;7.776595744680851;25.829787234042552;0.15653495440729484;0.39969604863221886;697;882742.8407460545;6.142037302725968;19.37733142037303;0.08034433285509325;0.20229555236728838
threeShingleJaccard;0.9;527;413600.5654648956;4.791271347248577;19.047438330170777;0.0056925996204933585;2.1157495256166983;615;479850.0422764228;4.767479674796748;16.54308943089431;0.011382113821138212;1.1219512195121952
threeGramDiceNormalizedPadding;0.8;679;707257.7599410898;7.412371134020619;26.50957290132548;0.050073637702503684;0.8276877761413843;699;831967.7453505007;6.037195994277539;19.38483547925608;0.05436337625178827;0.30042918454935624
twoShingleJaccardNormalized;0.6;616;808161.4107142857;6.951298701298701;23.46590909090909;0.05844155844155844;0.7613636363636364;692;922777.4450867051;5.984104046242774;19.446531791907514;0.05202312138728324;0.3540462427745665
winnowingFiveGramOverlapNormalized;0.6;658;505053.64741641335;7.898176291793313;25.79179331306991;0.1945288753799392;0.27811550151975684;697;656436.9756097561;6.177905308464849;19.345767575322814;0.11190817790530846;0.16642754662840745
cosineTwoGramNormalizedBool;0.5;697;913123.9411764706;8.084648493543758;26.817790530846484;0.18077474892395984;0.18220946915351507;699;988813.530758226;6.234620886981402;19.32761087267525;0.11158798283261803;0.10300429184549356
fiveGramJaccard;0.4;665;683392.0390977444;7.7669172932330826;26.210526315789473;0.09473684210526316;0.4330827067669173;699;823879.4134477825;6.187410586552217;19.367668097281832;0.0715307582260372;0.15021459227467812
winnowingThreeGramLongestCommonSubsequenceNormalized;0.3;679;1117031.8600883652;7.936671575846834;26.443298969072163;0.11634756995581738;0.30338733431516934;699;2904679.287553648;6.2117310443490705;19.359084406294706;0.08011444921316166;0.12589413447782546
threeShingleDice;0.5;527;397037.4914611006;6.476280834914611;18.977229601518026;0.07590132827324478;0.4307400379506641;615;470191.4520325203;5.547967479674797;16.502439024390245;0.05203252032520325;0.34146341463414637
winnowingTwoGramDice;0.3;699;343554.113018598;8.065808297567955;26.70815450643777;0.21745350500715308;0.18168812589413447;699;513274.45350500714;6.236051502145923;19.30758226037196;0.13161659513590845;0.10157367668097282
cosineTwoShingleNormalizedNormalizedTermFrequency;0.8;616;915160.0503246753;6.862012987012987;23.475649350649352;0.048701298701298704;0.8506493506493507;692;974789.2543352601;5.9508670520231215;19.44942196531792;0.049132947976878616;0.3872832369942196
fourGramJaccard;0.7;674;677728.1023738872;7.268545994065282;26.550445103857566;0.03857566765578635;0.9747774480712166;699;780411.347639485;5.985693848354792;19.393419170243206;0.045779685264663805;0.351931330472103
winnowingFourGramJaccardNormalized;0.9;665;507992.6330827068;6.3578947368421055;26.20751879699248;0.019548872180451128;1.8300751879699249;699;795441.356223176;5.586552217453505;19.416309012875537;0.022889842632331903;0.7510729613733905
threeShingleOverlap;0.6;527;400414.75521821633;6.565464895635674;18.941176470588236;0.11195445920303605;0.3415559772296015;615;479364.0829268293;5.536585365853658;16.494308943089433;0.06016260162601626;0.35284552845528455
winnowingThreeGramDice;0.6;686;351570.88192419824;7.849854227405248;26.56997084548105;0.10349854227405247;0.3892128279883382;699;508834.4306151645;6.206008583690987;19.363376251788267;0.07582260371959942;0.13161659513590845
winnowingTwoGramDice;0.7;699;338823.2131616595;7.8068669527897;26.82832618025751;0.09728183118741059;0.4406294706723891;699;503164.7954220315;6.1888412017167385;19.367668097281832;0.0715307582260372;0.14878397711015737
cosineTokenNormalizedNormalizedTermFrequency;0.9;699;469525.669527897;7.008583690987124;26.895565092989987;0.030042918454935622;1.2389127324749643;699;463551.686695279;5.756795422031473;19.417739628040056;0.02145922746781116;0.580829756795422
winnowingThreeGramOverlapNormalized;0.8;679;513249.70397643594;7.885125184094257;26.359351988217966;0.20029455081001474;0.3549337260677467;699;676054.0844062947;6.121602288984263;19.32331902718169;0.11587982832618025;0.21602288984263232
winnowingTwoGramOverlapNormalized;0.3;697;532153.1922525108;7.992826398852224;26.65997130559541;0.3385939741750359;0.27403156384505023;699;688975.4492131617;6.150214592274678;19.24749642346209;0.1917024320457797;0.18741058655221746
winnowingFiveGramOverlap;0.3;665;309417.35488721804;8.006015037593984;26.07067669172932;0.23458646616541354;0.19398496240601504;699;507930.9141630901;6.204577968526467;19.29327610872675;0.1459227467811159;0.13304721030042918
twoShingleOverlap;0.7;596;399393.1677852349;7.184563758389261;22.79194630872483;0.13087248322147652;0.41946308724832215;651;421093.688172043;5.701996927803379;17.459293394777266;0.06605222734254992;0.33947772657450076
twoShingleJaccardNormalized;0.9;616;808039.6607142857;5.913961038961039;23.511363636363637;0.012987012987012988;1.7987012987012987;692;895433.289017341;5.515895953757226;19.476878612716764;0.02167630057803468;0.8222543352601156
cosineTwoShingleNormalizedBool;0.6;616;913543.4366883116;7.297077922077922;23.417207792207794;0.10714285714285714;0.4155844155844156;692;973420.5289017342;6.13728323699422;19.429190751445088;0.06936416184971098;0.20086705202312138
winnowingTwoGramLongestCommonSubsequence;0.8;699;1867295.8812589413;6.972818311874106;26.888412017167383;0.03719599427753934;1.2746781115879828;699;5475489.550786838;5.868383404864091;19.40629470672389;0.032904148783977114;0.46924177396280403
fiveGramJaccardNormalized;0.3;658;817104.8161094225;7.87082066869301;25.864741641337385;0.12158054711246201;0.30547112462006076;697;932940.7862266857;6.21377331420373;19.37589670014347;0.08177905308464849;0.13055954088952654
cosineThreeGramNormalizedBool;0.9;679;1165840.6568483063;6.957290132547865;26.531664212076585;0.027982326951399118;1.2827687776141385;699;1157509.1416309013;5.832618025751073;19.40486409155937;0.034334763948497854;0.5050071530758226
manhattanThreeGramNormalized;0.5;679;1128042.559646539;7.911634756995582;26.447717231222384;0.11192930780559647;0.3284241531664212;699;1151661.8683834048;6.204577968526467;19.357653791130186;0.0815450643776824;0.13304721030042918
fiveGramOverlapNormalizedPadding;0.4;658;747567.9331306991;8.025835866261398;25.79787234042553;0.1884498480243161;0.15045592705167174;697;886604.6671449067;6.235294117647059;19.342898134863702;0.11477761836441894;0.10903873744619799
cosineFourGramNormalizedTermFrequency;0.9;665;1233875.0917293234;6.938345864661654;26.201503759398495;0.02556390977443609;1.2496240601503759;699;1266625.3419170242;5.925608011444921;19.38912732474964;0.05007153075822604;0.41201716738197425
winnowingFiveGramOptimalAlignmentNormalized;0.3;658;881733.9468085107;7.816109422492401;25.882978723404257;0.1033434650455927;0.3601823708206687;697;2124978.523672884;6.193687230989957;19.378766140602583;0.07890961262553801;0.15064562410329985
winnowingFiveGramLongestCommonSubsequence;0.3;665;606636.8390977443;7.870676691729323;26.193984962406017;0.11127819548872181;0.3293233082706767;699;2464240.4034334766;6.213161659513591;19.353361945636625;0.08583690987124463;0.12446351931330472
winnowingThreeGramOverlap;0.6;686;332317.36734693876;7.978134110787172;26.427113702623906;0.24635568513119532;0.260932944606414;699;512726.5422031474;6.220314735336195;19.321888412017167;0.11731044349070101;0.11731044349070101
fourGramDiceNormalizedPadding;0.9;665;725263.9142857143;6.748872180451128;26.20751879699248;0.019548872180451128;1.4390977443609023;699;851109.3018597997;5.7739628040057225;19.40772532188841;0.031473533619456366;0.5636623748211731
winnowingThreeGramOptimalAlignment;0.4;686;1539353.4548104957;7.833819241982507;26.580174927113703;0.09329446064139942;0.40524781341107874;699;5285877.107296137;6.1816881258941345;19.369098712446352;0.07010014306151645;0.15593705293276108
winnowingFiveGramOverlap;0.8;665;311194.6616541353;7.819548872180451;26.111278195488723;0.19398496240601504;0.3804511278195489;699;505395.8583690987;6.088698140200286;19.336194563662374;0.10300429184549356;0.24892703862660945
winnowingTwoGramDice;0.9;699;335725.7682403434;7.0844062947067235;26.889842632331902;0.0357653791130186;1.1630901287553648;699;502729.46924177394;5.908440629470673;19.40200286123033;0.03719599427753934;0.4291845493562232
twoShingleJaccardNormalized;0.7;617;815410.5510534846;6.711507293354943;23.450567260940034;0.03565640194489465;0.9886547811993517;692;900877.9320809249;5.890173410404624;19.459537572254334;0.03901734104046243;0.4479768786127168
threeGramOverlap;0.5;686;537485.8323615161;8.0466472303207;26.424198250728864;0.24927113702623907;0.1924198250728863;699;675801.7596566523;6.204577968526467;19.297567954220316;0.14163090128755365;0.13304721030042918
winnowingFourGramJaccardNormalized;0.5;665;511070.2315789474;7.583458646616541;26.15187969924812;0.07518796992481203;0.6045112781954888;699;671286.0300429184;6.120171673819742;19.376251788268956;0.06294706723891273;0.21745350500715308
fiveGramJaccard;0.7;665;679369.8195488722;7.166917293233083;26.27218045112782;0.03308270676691729;1.0330827067669173;699;812534.8826895565;5.958512160228898;19.396280400572245;0.04291845493562232;0.3791130185979971
cosineFiveGramNormalizedTermFrequency;0.6;658;1282829.8632218845;7.76595744680851;25.879939209726444;0.10638297872340426;0.41033434650455924;697;1327445.0645624103;6.2065997130559545;19.383070301291248;0.0746054519368723;0.13773314203730272
twoShingleJaccard;0.4;596;402739.2718120805;7.083892617449664;22.843959731543624;0.07885906040268456;0.5201342281879194;651;440058.69278033794;5.731182795698925;17.4715821812596;0.053763440860215055;0.3102918586789555
winnowingFourGramLongestCommonSubsequenceNormalized;0.4;665;880299.0285714286;7.760902255639098;26.130827067669173;0.0962406015037594;0.4270676691729323;699;1952949.7753934192;6.168812589413448;19.36480686695279;0.07439198855507868;0.1688125894134478
twoGramJaccardNormalizedPadding;0.8;697;673988.769010043;7.216642754662841;26.958393113342897;0.040172166427546625;1.0502152080344334;699;800868.0672389127;5.9599427753934195;19.393419170243206;0.045779685264663805;0.3776824034334764
winnowingTwoGramOptimalAlignment;0.6;699;2810968.3762517883;7.523605150214593;26.859799713876967;0.06580829756795423;0.7238912732474965;699;8055195.507868383;6.074391988555079;19.393419170243206;0.045779685264663805;0.2632331902718169
fiveGramDice;0.7;665;579741.3037593985;7.545864661654135;26.234586466165414;0.07067669172932331;0.6541353383458647;699;728890.8154506438;6.108726752503577;19.377682403433475;0.06151645207439199;0.22889842632331903
threeGramJaccardNormalized;0.5;679;770090.3784977909;7.767304860088365;26.46980854197349;0.0898379970544919;0.4727540500736377;699;876637.9442060086;6.157367668097282;19.36623748211731;0.07296137339055794;0.18025751072961374
optimalAlignmentNormalized;0.5;699;1.2713017459227467E7;7.756795422031473;26.82832618025751;0.09728183118741059;0.4907010014306152;699;1.567683160944206E7;6.15307582260372;19.36480686695279;0.07439198855507868;0.18454935622317598
cosineThreeShingleNormalizedNormalizedTermFrequency;0.7;538;944362.6840148699;6.492565055762082;19.938661710037174;0.06133828996282528;0.654275092936803;667;992724.3583208396;5.614692653673163;16.64167916041979;0.049475262368815595;0.31784107946026985
cosineTwoGramNormalizedTermFrequency;0.7;697;907956.4619799139;7.952654232424678;26.857962697274033;0.1406025824964132;0.31420373027259685;699;980273.8540772533;6.214592274678112;19.349070100143063;0.09012875536480687;0.12303290414878398
winnowingFiveGramOptimalAlignmentNormalized;0.8;658;878762.1610942249;6.781155015197569;25.96048632218845;0.025835866261398176;1.3951367781155015;697;2115038.8766140603;5.787661406025825;19.42467718794835;0.03299856527977044;0.5566714490674318
manhattanFiveGramNormalized;0.3;658;1267035.5790273556;7.974164133738602;25.83434650455927;0.1519756838905775;0.20212765957446807;697;1299298.3658536586;6.24103299856528;19.365853658536587;0.09182209469153516;0.10329985652797705
winnowingFourGramJaccard;0.8;674;328133.7581602374;6.906528189910979;26.55637982195846;0.032640949554896145;1.3367952522255193;699;512257.93419170246;5.824034334763948;19.40629470672389;0.032904148783977114;0.5135908440629471
winnowingThreeGramOptimalAlignmentNormalized;0.3;679;1410984.379970545;7.926362297496318;26.45066273932253;0.10898379970544919;0.3136966126656848;699;3578265.685264664;6.1959942775393415;19.36051502145923;0.07868383404864092;0.14163090128755365
